idx,question,db_id,gold_sql,difficulty,lora_sql,lora_correct,dora_sql,dora_correct,complexity_score,complexity_bucket
173,What are the name of the countries where there is not a single car maker?,car_1,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,,SELECT countryname FROM countries WHERE continentid  NOT IN (SELECT continentid FROM car_makers),False,SELECT countryname FROM countries WHERE countryid NOT IN (SELECT countryid FROM car_makers),False,3,complex
174,What are the names of the countries with no car makers?,car_1,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,,SELECT countryname FROM countries WHERE continentid  NOT IN (SELECT continentid FROM car_makers),False,SELECT countryname FROM countries WHERE countryid NOT IN (SELECT countryid FROM car_makers),False,3,complex
175,Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,car_1,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;",,SELECT T1.Maker FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Country  =  T2.Country GROUP BY T1.Maker HAVING COUNT(*)  >=  2 AND COUNT(*)  >=  3,False,"SELECT T1.id ,  T1.maker FROM car_names AS T1 JOIN car_makers AS T2 ON T1.maker  =  T2.maker GROUP BY T1.maker HAVING count(*)  >=  2 AND count(*)  >  3",False,11,complex
176,What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,car_1,"SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;",,"SELECT T1.Maker ,  T1.Country FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Country  =  T2.Country GROUP BY T1.Maker HAVING COUNT(*)  >=  2 AND T1.Country  =  (SELECT Country FROM car_names GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1) AND T1.Country  =  (SELECT Country FROM car_names GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1) AND T1.Country  =  (SELECT Country FROM car_names GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1)",False,"SELECT t1.Id ,  t1.Maker FROM car_makers AS t1 JOIN model_list AS t2 ON t1.Id  =  t2.MakeId GROUP BY t1.Id HAVING count(*)  >=  2 AND count(*)  >  3",False,11,complex
177,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,car_1,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';",,"SELECT T1.CountryName ,  T2.Maker FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >  3 OR T2.Maker  =  'fiat'",False,"SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country WHERE T2.Maker  =  'fiat' OR T2.Country  >  3",False,8,complex
178,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,car_1,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';",,"SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >  3 UNION SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country WHERE T1.CountryName  =  'Fiat'",False,"SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country WHERE T2.Continent  =  'Europe' UNION SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country WHERE T2.Continent  =  'Asia' INTERSECT SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country",False,8,complex
179,"Which country does Airline ""JetBlue Airways"" belong to?",flight_2,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",,"SELECT T2.Country FROM airlines AS T1 JOIN airports AS T2 ON T1.Airline  =  T1.Airline WHERE T1.Airline  =  ""JetBlue Airways""",False,"SELECT T2.Country FROM airports AS T1 JOIN airlines AS T2 ON T1.Country  =  T2.Country WHERE T2.Airline  =  ""JetBlue Airways""",False,0,simple
180,What country is Jetblue Airways affiliated with?,flight_2,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",,"SELECT T2.Country FROM airlines AS T1 JOIN airports AS T2 ON T1.Airline  =  T1.Airline WHERE T1.Airline  =  ""Jetblue Airways""",False,"SELECT T2.Country FROM airports AS T1 JOIN airlines AS T2 ON T1.Country  =  T2.Country WHERE T2.Airline  =  ""Jetblue Airways""",False,0,simple
181,"What is the abbreviation of Airline ""JetBlue Airways""?",flight_2,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",,"SELECT abbreviation FROM airlines WHERE Airline  =  ""JetBlue Airways""",True,"SELECT abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",True,0,simple
182,Which abbreviation corresponds to Jetblue Airways?,flight_2,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",,"SELECT abbreviation FROM airlines WHERE airline  =  ""Jetblue Airways""",False,"SELECT abbreviation FROM AIRLINES WHERE Airline  =  ""Jetblue Airways""",False,0,simple
183,"List all airline names and their abbreviations in ""USA"".",flight_2,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",,"SELECT T1.Airline ,  T1.Abbreviation FROM airlines AS T1 JOIN airports AS T2 ON T1.UID  =  T2.Airline WHERE T2.Country  =  ""USA""",False,"SELECT T1.Airline ,  T1.Altitude FROM airports AS T1 JOIN airlines AS T2 ON T1.Airline  =  T2.Airline WHERE T1.Country  =  ""USA""",False,0,simple
184,What are the airline names and abbreviations for airlines in the USA?,flight_2,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",,"SELECT T1.Airline ,  T1.Abbreviation FROM AIRLINES AS T1 JOIN AIRPORTS AS T2 ON T1.UAirline  =  T2.UAirline WHERE T2.Country  =  'USA'",False,"SELECT T1.Airline ,  T1.Altair FROM AIRLINES AS T1 JOIN AIRPORTS AS T2 ON T1.Airline  =  T2.Airline WHERE T2.Country  =  'USA'",False,0,simple
185,List the airport code and name in the city of Anthony.,flight_2,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",,"SELECT T2.AirportCode ,  T2.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.City  =  T2.SourceAirport WHERE T1.City  =  ""Anthony""",False,"SELECT AirportCode ,  AirportName FROM airports WHERE City  =  ""Anthony""",True,0,simple
186,Give the airport code and airport name corresonding to the city Anthony.,flight_2,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",,"SELECT T2.AirportCode ,  T2.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.City  =  T2.SourceAirport WHERE T1.City  =  ""Anthony""",False,"SELECT T2.airportcode ,  T2.airportname FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode  =  T2.sourceairport WHERE T1.city  =  ""Anthony""",False,0,simple
187,How many airlines do we have?,flight_2,SELECT count(*) FROM AIRLINES,,SELECT count(*) FROM airlines,True,SELECT count(*) FROM airlines,True,1,moderate
188,What is the total number of airlines?,flight_2,SELECT count(*) FROM AIRLINES,,SELECT count(*) FROM airlines,True,SELECT count(*) FROM airlines,True,1,moderate
189,How many airports do we have?,flight_2,SELECT count(*) FROM AIRPORTS,,SELECT count(*) FROM airports,True,SELECT count(*) FROM airports,True,1,moderate
190,Return the number of  airports.,flight_2,SELECT count(*) FROM AIRPORTS,,SELECT count(*) FROM airports,True,SELECT count(*) FROM airports,True,1,moderate
191,How many flights do we have?,flight_2,SELECT count(*) FROM FLIGHTS,,SELECT count(*) FROM flights,True,SELECT count(*) FROM flights,True,1,moderate
192,Return the number of flights.,flight_2,SELECT count(*) FROM FLIGHTS,,SELECT count(*) FROM flights,True,SELECT count(*) FROM flights,True,1,moderate
193,Which airline has abbreviation 'UAL'?,flight_2,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",,SELECT T1.Airline FROM airlines AS T1 JOIN airports AS T2 ON T1.UID  =  T2.Airline WHERE T2.Abbreviation  =  'UAL',False,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.UID  =  T2.Airline WHERE T1.AirlineAbbreviation  =  'UAL',False,0,simple
194,Give the airline with abbreviation 'UAL'.,flight_2,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",,SELECT T1.Airline FROM airlines AS T1 JOIN airports AS T2 ON T1.UID  =  T2.Airline WHERE T1.Abbreviation  =  'UAL',False,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.UID  =  T2.Airline WHERE T1.AirlineAbbreviation  =  'UAL',False,0,simple
195,How many airlines are from USA?,flight_2,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",,SELECT count(*) FROM airlines WHERE country  =  'USA',True,SELECT count(*) FROM airlines WHERE country  =  'USA',True,1,moderate
196,Return the number of airlines in the USA.,flight_2,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",,SELECT count(*) FROM airlines WHERE country  =  'USA',True,SELECT count(*) FROM airlines WHERE country  =  'USA',True,1,moderate
197,Which city and country is the Alton airport at?,flight_2,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",,"SELECT T2.City ,  T2.Country FROM airports AS T1 JOIN airports AS T2 ON T1.AirportCode  =  T2.AirportCode WHERE T1.DestAirport  =  'Alton'",False,SELECT T1.City FROM airports AS T1 JOIN airports AS T2 ON T1.AirportCode  =  T2.AirportCode WHERE T2.CountryAbbrev  =  'US',False,0,simple
198,Give the city and country for the Alton airport.,flight_2,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",,"SELECT T2.City ,  T2.Country FROM airports AS T1 JOIN airports AS T2 ON T1.AirportCode  =  T2.AirportCode WHERE T1.AirportCode  =  'ALTN'",True,"SELECT T1.City ,  T1.Country FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport",True,0,simple
199,What is the airport name for airport 'AKO'?,flight_2,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",,SELECT T2.AirportName FROM airports AS T1 JOIN airports AS T2 ON T1.AirportCode  =  T2.AirportCode WHERE T1.AirportCode  =  'AKO',True,SELECT T2.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport WHERE T1.AirportCode  =  'AKO',False,0,simple
200,Return the name of the airport with code 'AKO'.,flight_2,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",,SELECT T2.AirportName FROM airports AS T1 JOIN airports AS T2 ON T1.AirportCode  =  T2.AirportCode WHERE T1.AirportCode  =  'AKO',True,SELECT AirportName FROM airports WHERE AirportCode  =  'AKO',True,0,simple
201,What are airport names at City 'Aberdeen'?,flight_2,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",,SELECT T2.AirportName FROM airports AS T1 JOIN airports AS T2 ON T1.City  =  T2.City WHERE T1.Country  =  'United States' AND T1.City  =  'Aberdeen',True,SELECT T2.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport WHERE T1.City  =  'Aberdeen',False,0,simple
202,What are the names of airports in Aberdeen?,flight_2,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",,"SELECT T2.AirportName FROM airports AS T1 JOIN airports AS T2 ON T1.AirportCode  =  T2.AirportCode WHERE T1.City  =  ""Aberdeen""",True,SELECT T2.airportname FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode  =  T2.sourceairport WHERE T1.country  =  'United Kingdom' AND T1.city  =  'Aberdeen',False,0,simple
203,How many flights depart from 'APG'?,flight_2,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",,SELECT count(*) FROM flights WHERE sourceairport  =  'APG',True,SELECT count(*) FROM flights WHERE sourceairport  =  'APG',True,1,moderate
204,Count the number of flights departing from 'APG'.,flight_2,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",,SELECT count(*) FROM flights WHERE sourceairport  =  'APG',True,SELECT count(*) FROM flights WHERE sourceairport  =  'APG',True,1,moderate
205,How many flights have destination ATO?,flight_2,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",,SELECT count(*) FROM flights WHERE destairport  =  'ATO',True,SELECT count(*) FROM flights WHERE destairport  =  'ATO',True,1,moderate
206,Count the number of flights into ATO.,flight_2,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",,SELECT count(*) FROM flights WHERE destairport  =  'ATO',True,SELECT count(*) FROM flights WHERE destairport  =  'ATO',True,1,moderate
207,How many flights depart from City Aberdeen?,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,SELECT count(*) FROM flights WHERE sourceairport  =  'Aberdeen',True,"SELECT count(*) FROM flights WHERE sourceairport  =  ""Aberdeen""",True,2,moderate
208,Return the number of flights departing from Aberdeen.,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,SELECT count(*) FROM flights WHERE sourceairport  =  'Aberdeen',True,SELECT count(*) FROM flights WHERE sourceairport  =  'Aberdeen',True,2,moderate
209,How many flights arriving in Aberdeen city?,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,SELECT count(*) FROM flights WHERE destairport  =  'Aberdeen',True,"SELECT count(*) FROM flights WHERE destairport  =  ""Aberdeen""",True,2,moderate
210,Return the number of flights arriving in Aberdeen.,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,SELECT count(*) FROM flights WHERE destairport  =  'Aberdeen',True,"SELECT count(*) FROM flights WHERE destairport  =  ""Aberdeen""",True,2,moderate
211,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",,SELECT count(*) FROM flights WHERE sourceairport  =  'Aberdeen' AND destairport  =  'Ashley',True,SELECT count(*) FROM flights WHERE sourceairport  =  'Aberdeen' AND destairport  =  'Ashley',True,4,complex
212,How many flights fly from Aberdeen to Ashley?,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",,SELECT count(*) FROM flights WHERE sourceairport  =  'Aberdeen' AND destairport  =  'Ashley',True,SELECT count(*) FROM flights WHERE sourceairport  =  'Aberdeen' AND destairport  =  'Ashley',True,4,complex
213,How many flights does airline 'JetBlue Airways' have?,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",,SELECT count(*) FROM flights WHERE airline  =  'JetBlue Airways',False,SELECT count(*) FROM flights WHERE airline  =  'JetBlue Airways',False,2,moderate
214,Give the number of Jetblue Airways flights.,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",,SELECT count(*) FROM flights WHERE airline  =  'Jetblue Airways',False,SELECT count(*) FROM flights WHERE airline  =  'Jetblue Airways',False,2,moderate
215,How many 'United Airlines' flights go to Airport 'ASY'?,flight_2,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",,SELECT count(*) FROM flights WHERE airline  =  'United Airlines' AND destairport  =  'ASY',True,SELECT count(*) FROM flights WHERE airline  =  'United Airlines' AND destairport  =  'ASY',True,3,complex
216,Count the number of United Airlines flights arriving in ASY Airport.,flight_2,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",,SELECT count(*) FROM flights WHERE airline  =  'United Airlines' AND destairport  =  'ASY',True,SELECT count(*) FROM flights WHERE airline  =  'United' AND destairport  =  'ASY',True,3,complex
217,How many 'United Airlines' flights depart from Airport 'AHD'?,flight_2,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",,SELECT count(*) FROM flights WHERE Airline  =  'United Airlines' AND SourceAirport  =  'AHD',True,"SELECT count(*) FROM flights WHERE Airline  =  ""United Airlines"" AND SourceAirport  =  ""AHD""",True,3,complex
218,Return the number of United Airlines flights leaving from AHD Airport.,flight_2,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",,SELECT count(*) FROM flights WHERE airline  =  'United Airlines' AND sourceairport  =  'AHD',True,SELECT count(*) FROM flights WHERE airline  =  'United' AND sourceairport  =  'AHD',True,3,complex
219,How many United Airlines flights go to City 'Aberdeen'?,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",,SELECT count(*) FROM flights WHERE airline  =  'United' AND destairport  =  'Aberdeen',True,SELECT count(*) FROM flights JOIN airlines ON flights . airline  =  air . uid WHERE air . abbreviation  =  'United' AND destairport  =  'Aberdeen',False,4,complex
220,Count the number of United Airlines flights that arrive in Aberdeen.,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",,SELECT count(*) FROM flights WHERE airline  =  'United Airlines' AND destairport  =  'Aberdeen',True,SELECT count(*) FROM flights WHERE airline_code  =  'UA' AND dest_airport_code  =  'ABE',False,4,complex
221,Which city has most number of arriving flights?,flight_2,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.City  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.City  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,3,complex
222,Which city has the most frequent destination airport?,flight_2,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,,SELECT destairport FROM flights GROUP BY destairport ORDER BY count(*) DESC LIMIT 1,False,SELECT destairport FROM flights GROUP BY destairport ORDER BY count(*) DESC LIMIT 1,False,3,complex
223,Which city has most number of departing flights?,flight_2,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.City  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,SELECT T1.City FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.Airline GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,False,3,complex
224,Which city is the most frequent source airport?,flight_2,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.SourceAirport  =  T2.SourceAirport GROUP BY T1.SourceAirport ORDER BY count(*) DESC LIMIT 1,False,3,complex
225,What is the code of airport that has the highest number of flights?,flight_2,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,,SELECT T2.AirportCode FROM airports AS T1 JOIN flights AS T2 ON T1.City  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,False,SELECT AirportCode FROM Flights GROUP BY AirportCode ORDER BY count(*) DESC LIMIT 1,False,4,complex
226,What is the airport code of the airport with the most flights?,flight_2,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,,SELECT airportcode FROM airports ORDER BY count(*) DESC LIMIT 1,False,SELECT AirportCode FROM Flights GROUP BY AirportCode ORDER BY count(*) DESC LIMIT 1,False,4,complex
227,What is the code of airport that has fewest number of flights?,flight_2,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,,SELECT AirportCode FROM airports GROUP BY AirportCode ORDER BY count(*) LIMIT 1,False,SELECT AirportCode FROM Flights GROUP BY AirportCode ORDER BY count(*) LIMIT 1,False,4,complex
228,Give the code of the airport with the least flights.,flight_2,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,,SELECT AirportCode FROM airports ORDER BY count(*) LIMIT 1,False,SELECT AirportCode FROM airports ORDER BY flights ASC LIMIT 1,False,4,complex
229,Which airline has most number of flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,,SELECT airline FROM flights GROUP BY airline ORDER BY count(*) DESC LIMIT 1,False,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,False,3,complex
230,What airline serves the most flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.UID  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,True,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,False,3,complex
231,Find the abbreviation and country of the airline that has fewest number of flights?,flight_2,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",,"SELECT abbreviation ,  country FROM airlines GROUP BY abbreviation ORDER BY count(*) LIMIT 1",True,"SELECT abbreviation ,  country FROM airlines GROUP BY abbreviation ORDER BY count(*) ASC LIMIT 1",True,3,complex
232,What is the abbreviation of the airilne has the fewest flights and what country is it in?,flight_2,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",,"SELECT abbreviation ,  count(*) FROM airlines GROUP BY abbreviation ORDER BY count(*) ASC LIMIT 1",False,"SELECT abbreviation ,  count(*) FROM airlines GROUP BY abbreviation ORDER BY count(*) LIMIT 1",False,3,complex
233,What are airlines that have some flight departing from airport 'AHD'?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",,SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.SourceAirport  =  'AHD',True,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.uid WHERE T1.SourceAirport  =  'AHD',True,1,moderate
234,Which airlines have a flight with source airport AHD?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",,SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.SourceAirport  =  'AHD',True,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID WHERE T1.SourceAirport  =  'AHD',True,1,moderate
